"slot","age","year","unit","season","area","iter","data"
"stock.n","8",1969,"unique","all","unique","1",28686.1
"stock.n","9",1969,"unique","all","unique","1",30610
"stock.n","10",1969,"unique","all","unique","1",76834.4
"stock.n","1",1970,"unique","all","unique","1",671454
"stock.n","2",1970,"unique","all","unique","1",499525
"stock.n","3",1970,"unique","all","unique","1",214078
"stock.n","4",1970,"unique","all","unique","1",146130
"stock.n","5",1970,"unique","all","unique","1",137189
"stock.n","6",1970,"unique","all","unique","1",99805
"stock.n","7",1970,"unique","all","unique","1",204065
"stock.n","8",1970,"unique","all","unique","1",28864.1
"stock.n","9",1970,"unique","all","unique","1",19555.5
"stock.n","10",1970,"unique","all","unique","1",76614.6
"stock.n","1",1971,"unique","all","unique","1",433599
"stock.n","2",1971,"unique","all","unique","1",495583
"stock.n","3",1971,"unique","all","unique","1",324931
"stock.n","4",1971,"unique","all","unique","1",130830
"stock.n","5",1971,"unique","all","unique","1",92885
"stock.n","6",1971,"unique","all","unique","1",86638.5
"stock.n","7",1971,"unique","all","unique","1",61697.5
"stock.n","8",1971,"unique","all","unique","1",130295
"stock.n","9",1971,"unique","all","unique","1",19273.9
"stock.n","10",1971,"unique","all","unique","1",66652.6
"stock.n","1",1972,"unique","all","unique","1",367450
"stock.n","2",1972,"unique","all","unique","1",322847
"stock.n","3",1972,"unique","all","unique","1",328032
"stock.n","4",1972,"unique","all","unique","1",198448
"stock.n","5",1972,"unique","all","unique","1",80660.2
"stock.n","6",1972,"unique","all","unique","1",57736
"stock.n","7",1972,"unique","all","unique","1",54135.3
"stock.n","8",1972,"unique","all","unique","1",39537.1
"stock.n","9",1972,"unique","all","unique","1",85654.3
"stock.n","10",1972,"unique","all","unique","1",57588.9
"stock.n","1",1973,"unique","all","unique","1",1391430
"stock.n","2",1973,"unique","all","unique","1",274502
"stock.n","3",1973,"unique","all","unique","1",212726
"stock.n","4",1973,"unique","all","unique","1",194134
"stock.n","5",1973,"unique","all","unique","1",115448
"stock.n","6",1973,"unique","all","unique","1",47858.4
"stock.n","7",1973,"unique","all","unique","1",35370.6
"stock.n","8",1973,"unique","all","unique","1",34377
"stock.n","9",1973,"unique","all","unique","1",25584.3
"stock.n","10",1973,"unique","all","unique","1",92986.6
"stock.n","1",1974,"unique","all","unique","1",1074920
"stock.n","2",1974,"unique","all","unique","1",1025520
"stock.n","3",1974,"unique","all","unique","1",175441
"stock.n","4",1974,"unique","all","unique","1",119185
"stock.n","5",1974,"unique","all","unique","1",105314
"stock.n","6",1974,"unique","all","unique","1",64234.3
"stock.n","7",1974,"unique","all","unique","1",28087.4
"stock.n","8",1974,"unique","all","unique","1",21998.3
"stock.n","9",1974,"unique","all","unique","1",21899.6
"stock.n","10",1974,"unique","all","unique","1",75118.4
"stock.n","1",1975,"unique","all","unique","1",787372
"stock.n","2",1975,"unique","all","unique","1",767410
"stock.n","3",1975,"unique","all","unique","1",635424
"stock.n","4",1975,"unique","all","unique","1",95486.7
"stock.n","5",1975,"unique","all","unique","1",62528.3
"stock.n","6",1975,"unique","all","unique","1",56842
"stock.n","7",1975,"unique","all","unique","1",36940.6
"stock.n","8",1975,"unique","all","unique","1",17263.3
"stock.n","9",1975,"unique","all","unique","1",13875.4
"stock.n","10",1975,"unique","all","unique","1",60677.9
"stock.n","1",1976,"unique","all","unique","1",674010
"stock.n","2",1976,"unique","all","unique","1",534441
"stock.n","3",1976,"unique","all","unique","1",469588
"stock.n","4",1976,"unique","all","unique","1",354654
"stock.n","5",1976,"unique","all","unique","1",51565.8
"stock.n","6",1976,"unique","all","unique","1",34795.5
"stock.n","7",1976,"unique","all","unique","1",33525.3
"stock.n","8",1976,"unique","all","unique","1",22879.5
"stock.n","9",1976,"unique","all","unique","1",10882.2
"stock.n","10",1976,"unique","all","unique","1",46683.2
"stock.n","1",1977,"unique","all","unique","1",1033740
"stock.n","2",1977,"unique","all","unique","1",432591
"stock.n","3",1977,"unique","all","unique","1",324352
"stock.n","4",1977,"unique","all","unique","1",270674
"stock.n","5",1977,"unique","all","unique","1",199395
"stock.n","6",1977,"unique","all","unique","1",29688.2
"stock.n","7",1977,"unique","all","unique","1",20971.2
"stock.n","8",1977,"unique","all","unique","1",20930.5
"stock.n","9",1977,"unique","all","unique","1",14512.6
"stock.n","10",1977,"unique","all","unique","1",36597.8
"stock.n","1",1978,"unique","all","unique","1",879043
"stock.n","2",1978,"unique","all","unique","1",640577
"stock.n","3",1978,"unique","all","unique","1",256771
"stock.n","4",1978,"unique","all","unique","1",186122
"stock.n","5",1978,"unique","all","unique","1",153084
"stock.n","6",1978,"unique","all","unique","1",113431
"stock.n","7",1978,"unique","all","unique","1",17442
"stock.n","8",1978,"unique","all","unique","1",12952.3
"stock.n","9",1978,"unique","all","unique","1",13395.2
"stock.n","10",1978,"unique","all","unique","1",33351.6
"stock.n","1",1979,"unique","all","unique","1",915553
"stock.n","2",1979,"unique","all","unique","1",548706
"stock.n","3",1979,"unique","all","unique","1",368443
"stock.n","4",1979,"unique","all","unique","1",141111
"stock.n","5",1979,"unique","all","unique","1",102391
"stock.n","6",1979,"unique","all","unique","1",83438.8
"stock.n","7",1979,"unique","all","unique","1",63121.2
"stock.n","8",1979,"unique","all","unique","1",10501.4
"stock.n","9",1979,"unique","all","unique","1",8318.73
"stock.n","10",1979,"unique","all","unique","1",31239.8
"stock.n","1",1980,"unique","all","unique","1",1078660
"stock.n","2",1980,"unique","all","unique","1",603278
"stock.n","3",1980,"unique","all","unique","1",308663
"stock.n","4",1980,"unique","all","unique","1",188898
"stock.n","5",1980,"unique","all","unique","1",74240.4
"stock.n","6",1980,"unique","all","unique","1",54395.5
"stock.n","7",1980,"unique","all","unique","1",45292.9
"stock.n","8",1980,"unique","all","unique","1",37093
"stock.n","9",1980,"unique","all","unique","1",6668.79
"stock.n","10",1980,"unique","all","unique","1",26643.8
"stock.n","1",1981,"unique","all","unique","1",999968
"stock.n","2",1981,"unique","all","unique","1",759629
"stock.n","3",1981,"unique","all","unique","1",338604
"stock.n","4",1981,"unique","all","unique","1",147121
"stock.n","5",1981,"unique","all","unique","1",94918.5
"stock.n","6",1981,"unique","all","unique","1",39883.2
"stock.n","7",1981,"unique","all","unique","1",30397.5
"stock.n","8",1981,"unique","all","unique","1",26405
"stock.n","9",1981,"unique","all","unique","1",23029
"stock.n","10",1981,"unique","all","unique","1",22198.4
"stock.n","1",1982,"unique","all","unique","1",1935350
"stock.n","2",1982,"unique","all","unique","1",728751
"stock.n","3",1982,"unique","all","unique","1",431979
"stock.n","4",1982,"unique","all","unique","1",156042
"stock.n","5",1982,"unique","all","unique","1",71554.5
"stock.n","6",1982,"unique","all","unique","1",51872.3
"stock.n","7",1982,"unique","all","unique","1",23273.3
"stock.n","8",1982,"unique","all","unique","1",18034.5
"stock.n","9",1982,"unique","all","unique","1",16239.1
"stock.n","10",1982,"unique","all","unique","1",29551
"stock.n","1",1983,"unique","all","unique","1",1375880
"stock.n","2",1983,"unique","all","unique","1",1391630
"stock.n","3",1983,"unique","all","unique","1",422976
"stock.n","4",1983,"unique","all","unique","1",206296
"stock.n","5",1983,"unique","all","unique","1",75327.9
"stock.n","6",1983,"unique","all","unique","1",38991.5
"stock.n","7",1983,"unique","all","unique","1",31032.9
"stock.n","8",1983,"unique","all","unique","1",14363
"stock.n","9",1983,"unique","all","unique","1",11328.1
"stock.n","10",1983,"unique","all","unique","1",29398.7
"stock.n","1",1984,"unique","all","unique","1",1302060
"stock.n","2",1984,"unique","all","unique","1",948596
"stock.n","3",1984,"unique","all","unique","1",820717
"stock.n","4",1984,"unique","all","unique","1",214367
"stock.n","5",1984,"unique","all","unique","1",100486
"stock.n","6",1984,"unique","all","unique","1",40129.1
"stock.n","7",1984,"unique","all","unique","1",23210.4
"stock.n","8",1984,"unique","all","unique","1",19675.9
"stock.n","9",1984,"unique","all","unique","1",9269.72
"stock.n","10",1984,"unique","all","unique","1",26037.4
"stock.n","1",1985,"unique","all","unique","1",1792220
"stock.n","2",1985,"unique","all","unique","1",864871
"stock.n","3",1985,"unique","all","unique","1",559870
"stock.n","4",1985,"unique","all","unique","1",429744
"stock.n","5",1985,"unique","all","unique","1",105579
"stock.n","6",1985,"unique","all","unique","1",51597.9
"stock.n","7",1985,"unique","all","unique","1",22812.3
"stock.n","8",1985,"unique","all","unique","1",14467.2
"stock.n","9",1985,"unique","all","unique","1",12765.7
"stock.n","10",1985,"unique","all","unique","1",22968.3
"stock.n","1",1986,"unique","all","unique","1",4303680
"stock.n","2",1986,"unique","all","unique","1",1177750
"stock.n","3",1986,"unique","all","unique","1",503176
"stock.n","4",1986,"unique","all","unique","1",291704
"stock.n","5",1986,"unique","all","unique","1",212338
"stock.n","6",1986,"unique","all","unique","1",51971.1
"stock.n","7",1986,"unique","all","unique","1",27066
"stock.n","8",1986,"unique","all","unique","1",13364.5
"stock.n","9",1986,"unique","all","unique","1",9167.28
"stock.n","10",1986,"unique","all","unique","1",23691.3
"stock.n","1",1987,"unique","all","unique","1",1910200
"stock.n","2",1987,"unique","all","unique","1",2866780
"stock.n","3",1987,"unique","all","unique","1",670566
"stock.n","4",1987,"unique","all","unique","1",253291
"stock.n","5",1987,"unique","all","unique","1",142492
"stock.n","6",1987,"unique","all","unique","1",101004
"stock.n","7",1987,"unique","all","unique","1",25237.6
"stock.n","8",1987,"unique","all","unique","1",14671
"stock.n","9",1987,"unique","all","unique","1",8060.39
"stock.n","10",1987,"unique","all","unique","1",21446.4
"stock.n","1",1988,"unique","all","unique","1",1774940
"stock.n","2",1988,"unique","all","unique","1",1308470
"stock.n","3",1988,"unique","all","unique","1",1602170
"stock.n","4",1988,"unique","all","unique","1",320928
"stock.n","5",1988,"unique","all","unique","1",120680
"stock.n","6",1988,"unique","all","unique","1",66591.7
"stock.n","7",1988,"unique","all","unique","1",47264.9
"stock.n","8",1988,"unique","all","unique","1",12950.5
"stock.n","9",1988,"unique","all","unique","1",8304.24
"stock.n","10",1988,"unique","all","unique","1",18014.1
"stock.n","1",1989,"unique","all","unique","1",1250510
"stock.n","2",1989,"unique","all","unique","1",1251000
"stock.n","3",1989,"unique","all","unique","1",730349
"stock.n","4",1989,"unique","all","unique","1",743636
"stock.n","5",1989,"unique","all","unique","1",150385
"stock.n","6",1989,"unique","all","unique","1",55845.9
"stock.n","7",1989,"unique","all","unique","1",30819.2
"stock.n","8",1989,"unique","all","unique","1",23964.9
"stock.n","9",1989,"unique","all","unique","1",7095.98
"stock.n","10",1989,"unique","all","unique","1",15057.6
"stock.n","1",1990,"unique","all","unique","1",1083810
"stock.n","2",1990,"unique","all","unique","1",898824
"stock.n","3",1990,"unique","all","unique","1",716388
"stock.n","4",1990,"unique","all","unique","1",347377
"stock.n","5",1990,"unique","all","unique","1",353208
"stock.n","6",1990,"unique","all","unique","1",68749.9
"stock.n","7",1990,"unique","all","unique","1",25576.2
"stock.n","8",1990,"unique","all","unique","1",16156.4
"stock.n","9",1990,"unique","all","unique","1",13682.2
"stock.n","10",1990,"unique","all","unique","1",12910.2
"stock.n","1",1991,"unique","all","unique","1",981356
"stock.n","2",1991,"unique","all","unique","1",785747
"stock.n","3",1991,"unique","all","unique","1",530410
"stock.n","4",1991,"unique","all","unique","1",357105
"stock.n","5",1991,"unique","all","unique","1",169944
"stock.n","6",1991,"unique","all","unique","1",159986
"stock.n","7",1991,"unique","all","unique","1",30985.4
"stock.n","8",1991,"unique","all","unique","1",13837.3
"stock.n","9",1991,"unique","all","unique","1",9708.29
"stock.n","10",1991,"unique","all","unique","1",16297.5
"stock.n","1",1992,"unique","all","unique","1",854841
"stock.n","2",1992,"unique","all","unique","1",709583
"stock.n","3",1992,"unique","all","unique","1",465814
"stock.n","4",1992,"unique","all","unique","1",268732
"stock.n","5",1992,"unique","all","unique","1",177919
"stock.n","6",1992,"unique","all","unique","1",77446
"stock.n","7",1992,"unique","all","unique","1",70809.8
"stock.n","8",1992,"unique","all","unique","1",16300.8
"stock.n","9",1992,"unique","all","unique","1",8133.39
"stock.n","10",1992,"unique","all","unique","1",15761
"stock.n","1",1993,"unique","all","unique","1",550376
"stock.n","2",1993,"unique","all","unique","1",614021
"stock.n","3",1993,"unique","all","unique","1",412376
"stock.n","4",1993,"unique","all","unique","1",230658
"stock.n","5",1993,"unique","all","unique","1",133599
"stock.n","6",1993,"unique","all","unique","1",82752.7
"stock.n","7",1993,"unique","all","unique","1",33854.3
"stock.n","8",1993,"unique","all","unique","1",33881.2
"stock.n","9",1993,"unique","all","unique","1",8552.39
"stock.n","10",1993,"unique","all","unique","1",13206.8
"stock.n","1",1994,"unique","all","unique","1",566448
"stock.n","2",1994,"unique","all","unique","1",398693
"stock.n","3",1994,"unique","all","unique","1",355244
"stock.n","4",1994,"unique","all","unique","1",199926
"stock.n","5",1994,"unique","all","unique","1",113279
"stock.n","6",1994,"unique","all","unique","1",63227.4
"stock.n","7",1994,"unique","all","unique","1",36415.8
"stock.n","8",1994,"unique","all","unique","1",15013.9
"stock.n","9",1994,"unique","all","unique","1",15995.5
"stock.n","10",1994,"unique","all","unique","1",11093.7
"stock.n","1",1995,"unique","all","unique","1",932162
"stock.n","2",1995,"unique","all","unique","1",423980
"stock.n","3",1995,"unique","all","unique","1",239117
"stock.n","4",1995,"unique","all","unique","1",173831
"stock.n","5",1995,"unique","all","unique","1",96739.9
"stock.n","6",1995,"unique","all","unique","1",53666.9
"stock.n","7",1995,"unique","all","unique","1",28660.1
"stock.n","8",1995,"unique","all","unique","1",16696.8
"stock.n","9",1995,"unique","all","unique","1",7339.88
"stock.n","10",1995,"unique","all","unique","1",14408.1
"stock.n","1",1996,"unique","all","unique","1",893056
"stock.n","2",1996,"unique","all","unique","1",722992
"stock.n","3",1996,"unique","all","unique","1",261727
"stock.n","4",1996,"unique","all","unique","1",115825
"stock.n","5",1996,"unique","all","unique","1",81895.9
"stock.n","6",1996,"unique","all","unique","1",45201.5
"stock.n","7",1996,"unique","all","unique","1",24870.8
"stock.n","8",1996,"unique","all","unique","1",14022.1
"stock.n","9",1996,"unique","all","unique","1",8872.47
"stock.n","10",1996,"unique","all","unique","1",12542.4
"stock.n","1",1997,"unique","all","unique","1",2431310
"stock.n","2",1997,"unique","all","unique","1",708162
"stock.n","3",1997,"unique","all","unique","1",433954
"stock.n","4",1997,"unique","all","unique","1",114808
"stock.n","5",1997,"unique","all","unique","1",51781.9
"stock.n","6",1997,"unique","all","unique","1",37345.9
"stock.n","7",1997,"unique","all","unique","1",20578.7
"stock.n","8",1997,"unique","all","unique","1",12186
"stock.n","9",1997,"unique","all","unique","1",7570.58
"stock.n","10",1997,"unique","all","unique","1",12623.6
"stock.n","1",1998,"unique","all","unique","1",778427
"stock.n","2",1998,"unique","all","unique","1",1941390
"stock.n","3",1998,"unique","all","unique","1",398394
"stock.n","4",1998,"unique","all","unique","1",163844
"stock.n","5",1998,"unique","all","unique","1",48217.9
"stock.n","6",1998,"unique","all","unique","1",22897.6
"stock.n","7",1998,"unique","all","unique","1",16297.6
"stock.n","8",1998,"unique","all","unique","1",9697.47
"stock.n","9",1998,"unique","all","unique","1",6374.51
"stock.n","10",1998,"unique","all","unique","1",11589.9
"stock.n","1",1999,"unique","all","unique","1",683151
"stock.n","2",1999,"unique","all","unique","1",617294
"stock.n","3",1999,"unique","all","unique","1",1091830
"stock.n","4",1999,"unique","all","unique","1",151199
"stock.n","5",1999,"unique","all","unique","1",67219.3
"stock.n","6",1999,"unique","all","unique","1",20631.8
"stock.n","7",1999,"unique","all","unique","1",9911.39
"stock.n","8",1999,"unique","all","unique","1",7927.57
"stock.n","9",1999,"unique","all","unique","1",5219.92
"stock.n","10",1999,"unique","all","unique","1",10285.7
"stock.n","1",2000,"unique","all","unique","1",857525
"stock.n","2",2000,"unique","all","unique","1",531403
"stock.n","3",2000,"unique","all","unique","1",381345
"stock.n","4",2000,"unique","all","unique","1",510105
"stock.n","5",2000,"unique","all","unique","1",64650.9
"stock.n","6",2000,"unique","all","unique","1",28114.9
"stock.n","7",2000,"unique","all","unique","1",9398.34
"stock.n","8",2000,"unique","all","unique","1",5445.57
"stock.n","9",2000,"unique","all","unique","1",4778.14
"stock.n","10",2000,"unique","all","unique","1",9459.5
"stock.n","1",2001,"unique","all","unique","1",634808
"stock.n","2",2001,"unique","all","unique","1",653888
"stock.n","3",2001,"unique","all","unique","1",349511
"stock.n","4",2001,"unique","all","unique","1",205661
"stock.n","5",2001,"unique","all","unique","1",232564
"stock.n","6",2001,"unique","all","unique","1",27483.5
"stock.n","7",2001,"unique","all","unique","1",13484.8
"stock.n","8",2001,"unique","all","unique","1",5587.22
"stock.n","9",2001,"unique","all","unique","1",3567.97
"stock.n","10",2001,"unique","all","unique","1",9463.72
"stock.n","1",2002,"unique","all","unique","1",1792880
"stock.n","2",2002,"unique","all","unique","1",481832
"stock.n","3",2002,"unique","all","unique","1",413685
"stock.n","4",2002,"unique","all","unique","1",181506
"stock.n","5",2002,"unique","all","unique","1",98489.7
"stock.n","6",2002,"unique","all","unique","1",106479
"stock.n","7",2002,"unique","all","unique","1",13278.2
"stock.n","8",2002,"unique","all","unique","1",7752.06
"stock.n","9",2002,"unique","all","unique","1",3675.37
"stock.n","10",2002,"unique","all","unique","1",9308.9
"stock.n","1",2003,"unique","all","unique","1",557844
"stock.n","2",2003,"unique","all","unique","1",1362670
"stock.n","3",2003,"unique","all","unique","1",272903
"stock.n","4",2003,"unique","all","unique","1",185801
"stock.n","5",2003,"unique","all","unique","1",90505.8
"stock.n","6",2003,"unique","all","unique","1",49763
"stock.n","7",2003,"unique","all","unique","1",51718.8
"stock.n","8",2003,"unique","all","unique","1",7045.72
"stock.n","9",2003,"unique","all","unique","1",4964.1
"stock.n","10",2003,"unique","all","unique","1",9758.33
"stock.n","1",2004,"unique","all","unique","1",1235790
"stock.n","2",2004,"unique","all","unique","1",417612
"stock.n","3",2004,"unique","all","unique","1",729522
"stock.n","4",2004,"unique","all","unique","1",118238
"stock.n","5",2004,"unique","all","unique","1",97419.1
"stock.n","6",2004,"unique","all","unique","1",49696.3
"stock.n","7",2004,"unique","all","unique","1",26043.7
"stock.n","8",2004,"unique","all","unique","1",28478.9
"stock.n","9",2004,"unique","all","unique","1",4649.48
"stock.n","10",2004,"unique","all","unique","1",11423.5
"stock.n","1",2005,"unique","all","unique","1",863893
"stock.n","2",2005,"unique","all","unique","1",894667
"stock.n","3",2005,"unique","all","unique","1",238706
"stock.n","4",2005,"unique","all","unique","1",365617
"stock.n","5",2005,"unique","all","unique","1",66113.3
"stock.n","6",2005,"unique","all","unique","1",57107.9
"stock.n","7",2005,"unique","all","unique","1",29565.3
"stock.n","8",2005,"unique","all","unique","1",16720.1
"stock.n","9",2005,"unique","all","unique","1",20533.5
"stock.n","10",2005,"unique","all","unique","1",12764.9
"stock.n","1",2006,"unique","all","unique","1",875191
"stock.n","2",2006,"unique","all","unique","1",618023
"stock.n","3",2006,"unique","all","unique","1",552652
"stock.n","4",2006,"unique","all","unique","1",136058
"stock.n","5",2006,"unique","all","unique","1",219194
"stock.n","6",2006,"unique","all","unique","1",41505
"stock.n","7",2006,"unique","all","unique","1",37777.6
"stock.n","8",2006,"unique","all","unique","1",21233.8
"stock.n","9",2006,"unique","all","unique","1",12941.5
"stock.n","10",2006,"unique","all","unique","1",27199.2
"stock.n","1",2007,"unique","all","unique","1",1379750
"stock.n","2",2007,"unique","all","unique","1",651007
"stock.n","3",2007,"unique","all","unique","1",393107
"stock.n","4",2007,"unique","all","unique","1",326369
"stock.n","5",2007,"unique","all","unique","1",87128.7
"stock.n","6",2007,"unique","all","unique","1",148406
"stock.n","7",2007,"unique","all","unique","1",29245.7
"stock.n","8",2007,"unique","all","unique","1",28310.9
"stock.n","9",2007,"unique","all","unique","1",17026.1
"stock.n","10",2007,"unique","all","unique","1",33875.1
"stock.n","1",2008,"unique","all","unique","1",1135050
"stock.n","2",2008,"unique","all","unique","1",1067080
"stock.n","3",2008,"unique","all","unique","1",420759
"stock.n","4",2008,"unique","all","unique","1",234965
"stock.n","5",2008,"unique","all","unique","1",219954
"stock.n","6",2008,"unique","all","unique","1",62707.2
"stock.n","7",2008,"unique","all","unique","1",109232
"stock.n","8",2008,"unique","all","unique","1",22299.1
"stock.n","9",2008,"unique","all","unique","1",23120.2
"stock.n","10",2008,"unique","all","unique","1",43959.2
"stock.n","1",2009,"unique","all","unique","1",1088820
"stock.n","2",2009,"unique","all","unique","1",879336
"stock.n","3",2009,"unique","all","unique","1",719298
"stock.n","4",2009,"unique","all","unique","1",266894
"stock.n","5",2009,"unique","all","unique","1",163268
"stock.n","6",2009,"unique","all","unique","1",164048
"stock.n","7",2009,"unique","all","unique","1",48044.5
"stock.n","8",2009,"unique","all","unique","1",85182.6
"stock.n","9",2009,"unique","all","unique","1",18460.8
"stock.n","10",2009,"unique","all","unique","1",58555.1
"stock.n","1",2010,"unique","all","unique","1",1444570
"stock.n","2",2010,"unique","all","unique","1",826492
"stock.n","3",2010,"unique","all","unique","1",627121
"stock.n","4",2010,"unique","all","unique","1",493740
"stock.n","5",2010,"unique","all","unique","1",188123
"stock.n","6",2010,"unique","all","unique","1",123503
"stock.n","7",2010,"unique","all","unique","1",129629
"stock.n","8",2010,"unique","all","unique","1",38534.8
"stock.n","9",2010,"unique","all","unique","1",71434.6
"stock.n","10",2010,"unique","all","unique","1",67452.5
"stock.n","1",2011,"unique","all","unique","1",1608190
"stock.n","2",2011,"unique","all","unique","1",1109460
"stock.n","3",2011,"unique","all","unique","1",613580
"stock.n","4",2011,"unique","all","unique","1",448410
"stock.n","5",2011,"unique","all","unique","1",349991
"stock.n","6",2011,"unique","all","unique","1",142101
"stock.n","7",2011,"unique","all","unique","1",98702.9
"stock.n","8",2011,"unique","all","unique","1",106302
"stock.n","9",2011,"unique","all","unique","1",32718.3
"stock.n","10",2011,"unique","all","unique","1",121698
"stock.n","1",2012,"unique","all","unique","1",1278010
"stock.n","2",2012,"unique","all","unique","1",1299830
"stock.n","3",2012,"unique","all","unique","1",837139
"stock.n","4",2012,"unique","all","unique","1",436124
"stock.n","5",2012,"unique","all","unique","1",318435
"stock.n","6",2012,"unique","all","unique","1",261180
"stock.n","7",2012,"unique","all","unique","1",112594
"stock.n","8",2012,"unique","all","unique","1",81974.3
"stock.n","9",2012,"unique","all","unique","1",91209.7
"stock.n","10",2012,"unique","all","unique","1",135291
"stock.n","1",2013,"unique","all","unique","1",1455050
"stock.n","2",2013,"unique","all","unique","1",1063130
"stock.n","3",2013,"unique","all","unique","1",980853
"stock.n","4",2013,"unique","all","unique","1",582663
"stock.n","5",2013,"unique","all","unique","1",309658
"stock.n","6",2013,"unique","all","unique","1",234879
"stock.n","7",2013,"unique","all","unique","1",204189
"stock.n","8",2013,"unique","all","unique","1",93937.9
"stock.n","9",2013,"unique","all","unique","1",70713.1
"stock.n","10",2013,"unique","all","unique","1",198423
"stock.n","1",2014,"unique","all","unique","1",1640700
"stock.n","2",2014,"unique","all","unique","1",1193580
"stock.n","3",2014,"unique","all","unique","1",793858
"stock.n","4",2014,"unique","all","unique","1",681616
"stock.n","5",2014,"unique","all","unique","1",413410
"stock.n","6",2014,"unique","all","unique","1",228655
"stock.n","7",2014,"unique","all","unique","1",183635
"stock.n","8",2014,"unique","all","unique","1",169885
"stock.n","9",2014,"unique","all","unique","1",80901.8
"stock.n","10",2014,"unique","all","unique","1",235842
"stock.n","1",2015,"unique","all","unique","1",895620
"stock.n","2",2015,"unique","all","unique","1",1286330
"stock.n","3",2015,"unique","all","unique","1",880738
"stock.n","4",2015,"unique","all","unique","1",559741
"stock.n","5",2015,"unique","all","unique","1",483694
"stock.n","6",2015,"unique","all","unique","1",308142
"stock.n","7",2015,"unique","all","unique","1",180488
"stock.n","8",2015,"unique","all","unique","1",151867
"stock.n","9",2015,"unique","all","unique","1",145583
"stock.n","10",2015,"unique","all","unique","1",277893
"stock.n","1",2016,"unique","all","unique","1",1211320
"stock.n","2",2016,"unique","all","unique","1",689025
"stock.n","3",2016,"unique","all","unique","1",948914
"stock.n","4",2016,"unique","all","unique","1",626799
"stock.n","5",2016,"unique","all","unique","1",398150
"stock.n","6",2016,"unique","all","unique","1",362736
"stock.n","7",2016,"unique","all","unique","1",244483
"stock.n","8",2016,"unique","all","unique","1",148885
"stock.n","9",2016,"unique","all","unique","1",130001
"stock.n","10",2016,"unique","all","unique","1",372467
"stock.n","1",2017,"unique","all","unique","1",1823000
"stock.n","2",2017,"unique","all","unique","1",973599
"stock.n","3",2017,"unique","all","unique","1",515997
"stock.n","4",2017,"unique","all","unique","1",672732
"stock.n","5",2017,"unique","all","unique","1",447979
"stock.n","6",2017,"unique","all","unique","1",298156
"stock.n","7",2017,"unique","all","unique","1",286575
"stock.n","8",2017,"unique","all","unique","1",202450
"stock.n","9",2017,"unique","all","unique","1",128177
"stock.n","10",2017,"unique","all","unique","1",443492
"stock.wt","1",1957,"unique","all","unique","1",0.038
"stock.wt","2",1957,"unique","all","unique","1",0.102
"stock.wt","3",1957,"unique","all","unique","1",0.157
"stock.wt","4",1957,"unique","all","unique","1",0.242
"stock.wt","5",1957,"unique","all","unique","1",0.325
"stock.wt","6",1957,"unique","all","unique","1",0.485
"stock.wt","7",1957,"unique","all","unique","1",0.719
"stock.wt","8",1957,"unique","all","unique","1",0.682
"stock.wt","9",1957,"unique","all","unique","1",0.844
"stock.wt","10",1957,"unique","all","unique","1",0.918
"stock.wt","1",1958,"unique","all","unique","1",0.041
"stock.wt","2",1958,"unique","all","unique","1",0.093
"stock.wt","3",1958,"unique","all","unique","1",0.18
"stock.wt","4",1958,"unique","all","unique","1",0.272
"stock.wt","5",1958,"unique","all","unique","1",0.303
"stock.wt","6",1958,"unique","all","unique","1",0.442
"stock.wt","7",1958,"unique","all","unique","1",0.577
"stock.wt","8",1958,"unique","all","unique","1",0.778
"stock.wt","9",1958,"unique","all","unique","1",0.793
"stock.wt","10",1958,"unique","all","unique","1",0.945
"stock.wt","1",1959,"unique","all","unique","1",0.045
"stock.wt","2",1959,"unique","all","unique","1",0.106
"stock.wt","3",1959,"unique","all","unique","1",0.173
"stock.wt","4",1959,"unique","all","unique","1",0.264
"stock.wt","5",1959,"unique","all","unique","1",0.329
"stock.wt","6",1959,"unique","all","unique","1",0.47
"stock.wt","7",1959,"unique","all","unique","1",0.65
"stock.wt","8",1959,"unique","all","unique","1",0.686
"stock.wt","9",1959,"unique","all","unique","1",0.908
"stock.wt","10",1959,"unique","all","unique","1",0.897
"stock.wt","1",1960,"unique","all","unique","1",0.038
"stock.wt","2",1960,"unique","all","unique","1",0.111
"stock.wt","3",1960,"unique","all","unique","1",0.181
"stock.wt","4",1960,"unique","all","unique","1",0.272
"stock.wt","5",1960,"unique","all","unique","1",0.364
"stock.wt","6",1960,"unique","all","unique","1",0.469
"stock.wt","7",1960,"unique","all","unique","1",0.633
"stock.wt","8",1960,"unique","all","unique","1",0.726
"stock.wt","9",1960,"unique","all","unique","1",0.845
"stock.wt","10",1960,"unique","all","unique","1",0.918
"stock.wt","1",1961,"unique","all","unique","1",0.037
"stock.wt","2",1961,"unique","all","unique","1",0.098
"stock.wt","3",1961,"unique","all","unique","1",0.185
"stock.wt","4",1961,"unique","all","unique","1",0.306
"stock.wt","5",1961,"unique","all","unique","1",0.337
"stock.wt","6",1961,"unique","all","unique","1",0.483
"stock.wt","7",1961,"unique","all","unique","1",0.579
"stock.wt","8",1961,"unique","all","unique","1",0.691
"stock.wt","9",1961,"unique","all","unique","1",0.779
"stock.wt","10",1961,"unique","all","unique","1",0.911
"stock.wt","1",1962,"unique","all","unique","1",0.036
"stock.wt","2",1962,"unique","all","unique","1",0.096
"stock.wt","3",1962,"unique","all","unique","1",0.173
